Student_ID,Attendance,Study_Hours,Assignment_Score,Mid1_Score,Mid2_Score,Previous_Semester_Score,Internal_Assessment,Final_Score,Performance_Category
S0733,90.0,5.6,96.0,47.0,56.0,69,58,71.71,Average Performer
S0734,98.0,3.2,100.0,90.0,70.0,60,77,77.85,High Performer
S0735,63.0,3.8,80.0,81.0,68.0,87,66,69.58,Average Performer
S0736,64.0,7.0,72.0,65.0,64.0,94,84,68.8,Average Performer
S0737,80.0,1.1,89.0,94.0,59.0,56,82,66.14,Average Performer
S0738,50.0,5.1,92.0,68.0,79.0,79,52,70.41,Average Performer
S0739,52.0,5.2,43.0,73.0,62.0,58,52,57.57,Average Performer
S0740,65.0,3.8,81.0,37.0,35.0,91,99,61.72,Average Performer
S0741,72.0,2.7,96.0,42.0,83.0,54,96,64.23,Average Performer
S0742,60.0,2.6,46.0,57.0,79.0,48,61,59.82,Average Performer
S0743,61.0,7.2,61.0,48.0,38.0,91,67,61.68,Average Performer
S0744,59.0,4.1,94.0,90.0,41.0,49,91,65.79,Average Performer
S0745,81.0,3.3,72.0,89.0,83.0,83,86,70.79,Average Performer
S0746,65.0,4.1,56.0,61.0,43.0,70,92,56.36,Average Performer
S0747,57.0,5.7,63.0,88.0,70.0,92,84,76.91,High Performer
S0748,87.0,2.0,100.0,63.0,53.0,62,61,67.74,Average Performer
S0749,61.0,4.1,100.0,73.0,35.0,91,82,68.18,Average Performer
S0750,73.0,5.1,73.0,87.0,44.0,69,58,66.38,Average Performer
S0751,77.0,7.6,67.0,73.0,70.0,72,47,70.53,Average Performer
S0752,57.0,2.8,97.0,35.0,43.0,91,91,52.4,Average Performer
S0753,77.0,3.5,82.0,51.0,79.0,48,47,66.73,Average Performer
S0754,85.0,3.7,80.0,75.0,80.0,93,81,80.29,High Performer
S0755,75.0,5.2,78.0,64.0,76.0,86,65,68.9,Average Performer
S0756,57.0,3.5,61.0,87.0,66.0,40,87,62.46,Average Performer
S0757,99.0,4.7,88.0,47.0,66.0,83,90,72.16,Average Performer
S0758,77.0,6.5,56.0,55.0,40.0,74,65,61.21,Average Performer
S0759,77.0,5.9,73.0,53.0,82.0,50,62,65.72,Average Performer
S0760,86.0,4.1,45.0,87.0,72.0,73,82,74.04,Average Performer
S0761,90.0,7.0,85.0,53.0,51.0,55,52,66.86,Average Performer
S0762,85.0,4.9,45.0,91.0,44.0,48,67,56.15,Average Performer
S0763,76.0,4.8,73.0,59.0,84.0,71,48,70.38,Average Performer
S0764,66.0,1.2,40.0,56.0,61.0,54,59,55.14,Average Performer
S0765,58.0,7.9,49.0,65.0,88.0,51,95,63.84,Average Performer
S0766,82.0,1.9,60.0,51.0,84.0,72,58,65.63,Average Performer
S0767,69.0,2.6,44.0,89.0,69.0,84,87,72.84,Average Performer
S0768,62.0,1.4,41.0,57.0,86.0,53,78,58.09,Average Performer
S0769,77.0,5.5,61.0,66.0,93.0,47,90,74.47,Average Performer
S0770,97.0,2.6,87.0,44.0,55.0,47,51,60.77,Average Performer
S0771,78.0,2.3,96.0,44.0,59.0,66,54,62.15,Average Performer
S0772,62.0,1.6,41.0,70.0,62.0,51,70,54.54,Average Performer
S0773,95.0,1.7,49.0,42.0,81.0,40,94,60.19,Average Performer
S0774,84.0,5.1,73.0,88.0,49.0,82,53,70.66,Average Performer
S0775,55.0,5.8,55.0,86.0,38.0,79,50,55.36,Average Performer
S0776,67.0,3.8,87.0,54.0,63.0,81,65,64.01,Average Performer
S0777,100.0,4.4,90.0,66.0,93.0,90,81,86.76,High Performer
S0778,54.0,5.8,100.0,84.0,43.0,50,66,62.41,Average Performer
S0779,96.0,1.1,78.0,48.0,61.0,78,50,60.9,Average Performer
S0780,74.0,3.3,61.0,84.0,60.0,82,77,68.28,Average Performer
S0781,51.0,7.8,51.0,62.0,53.0,70,73,59.63,Average Performer
S0782,59.0,5.1,63.0,80.0,90.0,56,82,71.18,Average Performer
S0783,79.0,2.8,86.0,86.0,62.0,72,58,70.86,Average Performer
S0784,99.0,4.7,79.0,87.0,51.0,71,45,73.52,Average Performer
S0785,94.0,3.4,77.0,58.0,77.0,68,85,70.75,Average Performer
S0786,54.0,4.7,99.0,49.0,91.0,60,91,65.07,Average Performer
S0787,82.0,1.9,98.0,56.0,75.0,60,77,68.84,Average Performer
S0788,50.0,1.9,49.0,64.0,76.0,79,88,61.72,Average Performer
S0789,67.0,2.0,74.0,38.0,84.0,62,81,62.7,Average Performer
S0790,81.0,7.6,90.0,47.0,54.0,95,67,65.12,Average Performer
S0791,96.0,6.1,88.0,93.0,79.0,45,40,80.16,High Performer
S0792,98.0,2.1,71.0,57.0,74.0,61,74,65.67,Average Performer
S0793,60.0,2.3,46.0,42.0,73.0,89,79,61.23,Average Performer
S0794,70.0,6.1,60.0,52.0,83.0,77,47,67.13,Average Performer
S0795,75.0,2.1,59.0,46.0,87.0,76,98,67.74,Average Performer
S0796,74.0,2.6,65.0,89.0,57.0,84,91,69.36,Average Performer
S0797,71.0,7.7,43.0,65.0,81.0,90,93,71.0,Average Performer
S0798,76.0,2.8,85.0,48.0,66.0,93,86,71.64,Average Performer
S0799,98.0,5.6,91.0,68.0,86.0,47,95,82.02,High Performer
S0800,62.0,7.9,61.0,52.0,81.0,80,46,66.7,Average Performer
S0801,82.0,3.6,54.0,90.0,67.0,88,50,70.2,Average Performer
S0802,83.0,1.1,95.0,68.0,91.0,74,78,69.93,Average Performer
S0803,90.0,2.7,79.0,45.0,80.0,90,100,72.52,Average Performer
S0804,84.0,6.8,60.0,75.0,39.0,50,43,62.17,Average Performer
S0805,50.0,7.1,54.0,46.0,77.0,63,64,60.96,Average Performer
S0806,70.0,6.4,61.0,83.0,82.0,88,51,76.47,High Performer
S0807,97.0,1.8,91.0,49.0,68.0,60,65,71.2,Average Performer
S0808,55.0,6.6,67.0,91.0,74.0,90,77,74.51,Average Performer
S0809,77.0,7.4,53.0,65.0,45.0,41,85,57.96,Average Performer
S0810,66.0,5.2,66.0,83.0,95.0,79,51,67.9,Average Performer
S0811,54.0,7.6,100.0,92.0,84.0,58,82,76.03,High Performer
S0812,80.0,6.8,80.0,63.0,37.0,78,90,71.1,Average Performer
S0813,54.0,5.7,79.0,60.0,92.0,67,92,75.52,High Performer
S0814,87.0,5.0,97.0,52.0,67.0,56,76,69.44,Average Performer
S0815,52.0,3.4,67.0,66.0,45.0,45,85,50.42,Average Performer
S0816,72.0,2.1,65.0,56.0,50.0,58,92,55.9,Average Performer
S0817,86.0,5.2,88.0,72.0,52.0,95,63,76.46,High Performer
S0818,86.0,3.2,41.0,51.0,64.0,77,55,58.23,Average Performer
S0819,59.0,7.1,64.0,57.0,82.0,67,96,69.57,Average Performer
S0820,59.0,8.0,95.0,58.0,89.0,41,52,70.66,Average Performer
S0821,68.0,6.3,42.0,84.0,44.0,77,64,64.83,Average Performer
S0822,66.0,1.6,47.0,42.0,52.0,94,100,60.5,Average Performer
S0823,70.0,3.0,83.0,75.0,72.0,76,93,72.87,Average Performer
S0824,63.0,1.8,72.0,40.0,53.0,90,93,57.89,Average Performer
S0825,58.0,5.6,81.0,39.0,70.0,91,96,70.84,Average Performer
S0826,95.0,6.4,91.0,78.0,93.0,43,91,83.15,High Performer
S0827,50.0,7.5,74.0,91.0,47.0,61,93,64.57,Average Performer
S0828,100.0,4.1,45.0,63.0,90.0,65,43,72.16,Average Performer
S0829,94.0,7.3,78.0,62.0,80.0,88,50,78.84,High Performer
S0830,62.0,7.1,91.0,45.0,37.0,82,71,60.38,Average Performer
S0831,53.0,3.2,62.0,91.0,44.0,75,88,60.45,Average Performer
S0832,50.0,7.1,64.0,35.0,72.0,52,46,54.71,Average Performer
S0833,98.0,3.6,98.0,77.0,35.0,91,85,72.05,Average Performer
S0834,89.0,3.1,89.0,53.0,89.0,71,97,73.8,Average Performer
S0835,81.0,5.5,82.0,43.0,90.0,56,50,66.17,Average Performer
S0836,83.0,3.3,58.0,61.0,61.0,80,67,65.51,Average Performer
S0837,77.0,5.4,44.0,68.0,80.0,75,93,70.08,Average Performer
S0838,80.0,5.3,90.0,78.0,42.0,94,80,73.24,Average Performer
S0839,57.0,4.9,50.0,38.0,85.0,85,62,59.81,Average Performer
S0840,88.0,3.7,95.0,70.0,80.0,58,84,75.02,High Performer
S0841,75.0,4.8,51.0,52.0,76.0,74,62,67.88,Average Performer
S0842,83.0,5.2,49.0,49.0,51.0,85,89,62.3,Average Performer
S0843,52.0,4.8,47.0,85.0,43.0,79,67,62.89,Average Performer
S0844,99.0,4.1,63.0,47.0,95.0,95,82,72.36,Average Performer
S0845,61.0,1.1,99.0,53.0,40.0,67,86,59.52,Average Performer
S0846,50.0,5.1,67.0,83.0,77.0,40,96,63.75,Average Performer
S0847,93.0,2.2,80.0,40.0,59.0,81,65,62.28,Average Performer
S0848,54.0,5.5,75.0,82.0,73.0,57,64,66.21,Average Performer
S0849,79.0,6.3,76.0,90.0,83.0,87,93,80.03,High Performer
S0850,79.0,4.5,60.0,46.0,94.0,79,68,67.19,Average Performer
S0851,66.0,4.8,47.0,85.0,62.0,72,58,68.2,Average Performer
S0852,97.0,7.7,94.0,71.0,67.0,51,72,77.64,High Performer
S0853,96.0,6.9,48.0,51.0,88.0,47,75,70.23,Average Performer
S0854,72.0,7.4,86.0,92.0,71.0,63,53,74.88,Average Performer
S0855,64.0,6.7,54.0,57.0,43.0,55,53,58.32,Average Performer
S0856,86.0,1.8,87.0,60.0,52.0,89,74,68.12,Average Performer
S0857,70.0,2.0,85.0,63.0,90.0,43,69,66.17,Average Performer
S0858,63.0,4.7,79.0,67.0,93.0,77,67,67.45,Average Performer
S0859,51.0,2.7,57.0,94.0,55.0,83,56,63.0,Average Performer
S0860,60.0,4.3,81.0,61.0,36.0,66,42,58.28,Average Performer
S0861,100.0,3.8,99.0,59.0,95.0,48,55,74.06,Average Performer
S0862,88.0,4.8,59.0,90.0,92.0,86,85,79.61,High Performer
S0863,87.0,6.2,45.0,89.0,77.0,55,69,74.11,Average Performer
S0864,83.0,6.0,51.0,44.0,93.0,95,91,66.99,Average Performer
S0865,87.0,4.6,41.0,81.0,94.0,51,68,69.7,Average Performer
S0866,99.0,6.8,46.0,57.0,72.0,70,84,71.63,Average Performer
S0867,83.0,4.0,55.0,55.0,92.0,63,54,70.57,Average Performer
S0868,67.0,7.3,42.0,55.0,74.0,94,85,73.01,Average Performer
S0869,79.0,1.5,84.0,77.0,70.0,53,95,75.23,High Performer
S0870,64.0,7.7,42.0,47.0,84.0,84,64,65.03,Average Performer
S0871,76.0,5.6,66.0,71.0,94.0,64,90,73.15,Average Performer
S0872,100.0,3.7,89.0,67.0,77.0,73,77,79.77,High Performer
S0873,83.0,2.4,82.0,58.0,71.0,42,81,63.72,Average Performer
S0874,87.0,4.4,79.0,78.0,49.0,63,98,67.96,Average Performer
S0875,82.0,2.4,77.0,45.0,62.0,93,86,64.43,Average Performer
S0876,73.0,2.2,72.0,51.0,52.0,81,92,59.61,Average Performer
S0877,64.0,5.3,67.0,38.0,68.0,48,93,60.04,Average Performer
S0878,79.0,4.7,40.0,81.0,56.0,65,91,63.14,Average Performer
S0879,91.0,5.7,94.0,59.0,45.0,59,97,69.81,Average Performer
S0880,100.0,7.5,47.0,64.0,92.0,79,77,82.28,High Performer
S0881,66.0,4.7,76.0,43.0,91.0,49,62,64.47,Average Performer
S0882,54.0,5.1,71.0,55.0,47.0,58,64,60.5,Average Performer
S0883,78.0,1.6,99.0,54.0,38.0,42,81,62.31,Average Performer
S0884,53.0,6.0,87.0,53.0,56.0,63,46,61.83,Average Performer
S0885,59.0,3.8,82.0,53.0,41.0,44,61,53.09,Average Performer
S0886,66.0,7.8,76.0,46.0,95.0,42,56,70.72,Average Performer
S0887,59.0,6.8,43.0,71.0,77.0,66,57,63.35,Average Performer
S0888,66.0,4.7,69.0,76.0,88.0,55,88,70.94,Average Performer
S0889,69.0,1.9,45.0,51.0,58.0,88,80,58.04,Average Performer
S0890,73.0,7.0,85.0,71.0,38.0,54,49,63.98,Average Performer
S0891,54.0,6.6,93.0,88.0,62.0,74,49,69.04,Average Performer
S0892,83.0,2.3,58.0,82.0,49.0,51,96,59.12,Average Performer
S0893,55.0,3.1,71.0,73.0,35.0,80,46,59.53,Average Performer
S0894,51.0,6.6,48.0,62.0,89.0,92,87,69.46,Average Performer
S0895,62.0,2.3,51.0,75.0,37.0,83,100,52.89,Average Performer
S0896,92.0,7.4,50.0,69.0,48.0,65,89,65.41,Average Performer
S0897,92.0,4.0,85.0,81.0,72.0,86,77,78.74,High Performer
S0898,97.0,1.6,94.0,82.0,84.0,73,66,80.23,High Performer
S0899,60.0,6.7,55.0,52.0,91.0,62,91,61.74,Average Performer
S0900,100.0,3.6,40.0,48.0,35.0,70,72,56.53,Average Performer
S0901,96.0,4.7,84.0,69.0,72.0,89,40,77.22,High Performer
S0902,72.0,1.8,94.0,78.0,72.0,59,83,69.3,Average Performer
S0903,65.0,1.0,92.0,75.0,55.0,51,92,64.27,Average Performer
S0904,80.0,5.5,60.0,94.0,82.0,62,99,75.39,High Performer
S0905,60.0,4.6,69.0,41.0,63.0,43,73,58.43,Average Performer
S0906,65.0,5.2,52.0,75.0,39.0,62,43,54.75,Average Performer
S0907,57.0,6.6,73.0,47.0,83.0,87,56,63.02,Average Performer
S0908,53.0,5.5,43.0,52.0,44.0,94,43,53.39,Average Performer
S0909,89.0,2.2,67.0,71.0,62.0,87,82,65.15,Average Performer
S0910,53.0,3.5,77.0,47.0,55.0,40,93,48.38,Needs Attention
S0911,74.0,7.3,97.0,70.0,84.0,93,65,83.25,High Performer
S0912,52.0,6.4,70.0,65.0,41.0,64,43,54.1,Average Performer
S0913,81.0,4.9,98.0,36.0,37.0,41,40,52.5,Average Performer
S0914,52.0,2.8,94.0,50.0,79.0,69,46,59.86,Average Performer
S0915,76.0,3.1,66.0,43.0,81.0,42,69,58.08,Average Performer
S0916,78.0,6.1,44.0,43.0,54.0,60,89,57.72,Average Performer
S0917,81.0,7.0,64.0,72.0,53.0,64,48,63.32,Average Performer
S0918,99.0,5.7,42.0,45.0,69.0,59,100,66.99,Average Performer
S0919,100.0,6.7,72.0,88.0,38.0,88,74,77.14,High Performer
S0920,68.0,6.4,43.0,90.0,39.0,91,47,59.88,Average Performer
S0921,70.0,2.0,64.0,56.0,35.0,61,100,53.05,Average Performer
S0922,54.0,4.0,59.0,67.0,38.0,60,63,52.23,Average Performer
S0923,67.0,2.1,73.0,70.0,46.0,72,58,59.25,Average Performer
S0924,77.0,2.6,65.0,79.0,94.0,91,75,78.45,High Performer
S0925,91.0,7.1,44.0,57.0,61.0,77,89,71.07,Average Performer
S0926,71.0,4.3,74.0,79.0,90.0,54,91,80.85,High Performer
S0927,70.0,4.7,100.0,79.0,76.0,85,98,71.29,Average Performer
S0928,55.0,2.2,67.0,68.0,57.0,91,82,58.68,Average Performer
S0929,50.0,3.2,68.0,43.0,59.0,54,66,57.94,Average Performer
S0930,54.0,2.6,48.0,58.0,55.0,85,71,49.85,Needs Attention
S0931,90.0,2.4,91.0,42.0,95.0,64,53,75.87,High Performer
S0932,61.0,5.5,77.0,41.0,92.0,60,96,67.09,Average Performer
S0933,75.0,2.8,89.0,70.0,86.0,63,57,72.05,Average Performer
S0934,95.0,5.4,45.0,52.0,58.0,44,67,57.06,Average Performer
S0935,83.0,1.4,58.0,37.0,59.0,45,99,54.0,Average Performer
S0936,98.0,2.0,99.0,62.0,79.0,88,68,82.09,High Performer
S0937,63.0,2.9,83.0,40.0,89.0,82,55,64.56,Average Performer
S0938,75.0,5.2,96.0,78.0,80.0,87,74,77.27,High Performer
S0939,94.0,5.7,50.0,78.0,66.0,83,86,74.62,Average Performer
S0940,76.0,4.1,41.0,55.0,89.0,86,98,67.17,Average Performer
S0941,58.0,4.1,86.0,62.0,66.0,62,98,66.34,Average Performer
S0942,75.0,6.1,83.0,74.0,39.0,43,70,61.4,Average Performer
S0943,96.0,1.1,83.0,88.0,70.0,66,43,72.87,Average Performer
S0944,71.0,3.4,48.0,88.0,80.0,57,76,65.98,Average Performer
S0945,96.0,6.7,60.0,35.0,76.0,60,56,60.49,Average Performer
S0946,79.0,5.2,63.0,70.0,83.0,67,78,73.1,Average Performer
S0947,92.0,3.4,73.0,55.0,76.0,74,87,67.0,Average Performer
S0948,97.0,7.3,61.0,94.0,92.0,61,85,82.91,High Performer
S0949,66.0,6.4,42.0,77.0,73.0,79,65,69.83,Average Performer
S0950,75.0,2.9,51.0,69.0,50.0,62,87,55.41,Average Performer
S0951,85.0,5.5,67.0,47.0,67.0,42,78,65.26,Average Performer
S0952,50.0,5.2,69.0,91.0,83.0,79,80,71.35,Average Performer
S0953,57.0,3.8,65.0,83.0,55.0,89,43,60.7,Average Performer
S0954,98.0,3.6,87.0,88.0,95.0,49,69,87.27,High Performer
S0955,84.0,3.4,60.0,88.0,43.0,64,69,65.25,Average Performer
S0956,64.0,5.3,67.0,44.0,40.0,91,61,55.4,Average Performer
S0957,96.0,4.1,95.0,87.0,85.0,88,50,80.91,High Performer
S0958,71.0,6.8,65.0,78.0,79.0,47,41,71.54,Average Performer
S0959,63.0,5.7,72.0,81.0,69.0,94,83,70.81,Average Performer
S0960,75.0,1.5,60.0,87.0,73.0,50,51,67.32,Average Performer
S0961,77.0,5.5,74.0,44.0,56.0,44,69,59.84,Average Performer
S0962,72.0,2.9,91.0,80.0,75.0,84,75,77.45,High Performer
S0963,63.0,5.1,73.0,47.0,88.0,92,57,64.57,Average Performer
S0964,73.0,5.8,80.0,71.0,39.0,94,65,64.34,Average Performer
S0965,51.0,2.6,90.0,72.0,76.0,76,92,67.26,Average Performer
S0966,94.0,4.2,86.0,58.0,57.0,95,46,70.11,Average Performer
S0967,75.0,2.3,57.0,36.0,51.0,84,100,55.59,Average Performer
S0968,63.0,1.4,97.0,56.0,46.0,77,40,66.54,Average Performer
S0969,100.0,3.6,50.0,51.0,57.0,68,97,70.54,Average Performer
S0970,56.0,3.5,96.0,70.0,50.0,44,65,61.65,Average Performer
S0971,52.0,8.0,62.0,48.0,37.0,48,62,53.85,Average Performer
S0972,96.0,4.1,87.0,44.0,64.0,87,65,69.19,Average Performer
S0973,72.0,3.3,61.0,69.0,91.0,41,84,64.0,Average Performer
S0974,95.0,5.1,56.0,59.0,56.0,40,45,61.2,Average Performer
S0975,92.0,1.6,44.0,37.0,43.0,79,45,55.06,Average Performer
S0976,96.0,7.7,83.0,81.0,63.0,90,83,85.22,High Performer
S0977,94.0,5.4,50.0,72.0,81.0,69,47,74.54,Average Performer
S0978,67.0,6.3,69.0,51.0,71.0,50,63,58.07,Average Performer
S0979,87.0,2.2,54.0,46.0,57.0,67,61,57.18,Average Performer
S0980,84.0,3.9,66.0,88.0,47.0,83,58,64.39,Average Performer
S0981,100.0,4.0,74.0,86.0,66.0,51,76,77.91,High Performer
S0982,64.0,6.8,72.0,58.0,80.0,78,57,67.41,Average Performer
S0983,74.0,1.0,59.0,63.0,86.0,65,70,64.31,Average Performer
S0984,86.0,3.1,100.0,77.0,81.0,52,76,77.34,High Performer
S0985,77.0,7.9,55.0,59.0,82.0,47,69,76.2,High Performer
S0986,59.0,4.3,73.0,70.0,57.0,93,96,67.35,Average Performer
S0987,88.0,3.7,41.0,92.0,79.0,67,81,71.69,Average Performer
S0988,66.0,1.8,74.0,94.0,51.0,69,72,61.88,Average Performer
S0989,88.0,7.8,79.0,60.0,89.0,48,49,78.68,High Performer
S0990,71.0,1.1,95.0,72.0,74.0,78,76,69.81,Average Performer
S0991,75.0,6.2,67.0,35.0,55.0,70,51,63.77,Average Performer
S0992,93.0,6.4,86.0,54.0,36.0,60,93,69.87,Average Performer
S0993,74.0,2.7,78.0,89.0,71.0,95,69,72.76,Average Performer
S0994,66.0,5.7,45.0,62.0,40.0,86,66,53.77,Average Performer
S0995,62.0,1.7,48.0,50.0,78.0,73,78,58.92,Average Performer
S0996,69.0,2.8,59.0,81.0,52.0,94,48,62.01,Average Performer
S0997,74.0,6.5,99.0,51.0,64.0,70,93,70.92,Average Performer
S0998,53.0,7.1,40.0,74.0,56.0,91,60,64.95,Average Performer
S0999,59.0,5.3,47.0,62.0,88.0,64,51,58.14,Average Performer
S1000,52.0,4.5,94.0,92.0,67.0,51,94,71.39,Average Performer
